ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,Status
1997,43,1,2,0,0,0,0,0,2.0
2005,59,7,1,0,7,0,1,0,2.0
2005,84,4,1,2,2,0,1,1,1.0
2005,84,1,1,0,1,0,1,0,1.0
2005,13,15,1,0,15,0,1,0,2.0
2005,84,1,1,0,1,0,1,0,1.0
2005,46,6,2,0,6,0,1,0,2.0
2005,84,3,1,2,5,0,1,1,1.0
2005,84,1,2,0,1,0,1,1,1.0
2005,60,3,1,2,5,0,1,0,1.0
2005,50,1,2,2,1,0,1,1,2.0
2005,84,3,1,2,5,0,1,1,1.0
2005,51,1,2,0,1,0,1,1,2.0
2005,28,1,1,0,1,0,1,1,2.0
1997,240,40,1,15,25,0,0,0,1.0
2005,47,16,1,8,16,0,1,1,1.0
2005,30,2,1,0,2,0,1,1,2.0
2005,84,2,1,0,2,0,1,1,1.0
2005,84,5,1,0,5,0,1,1,1.0
2006,84,5,2,0,0,0,2,0,1.0
2005,84,3,1,0,3,0,1,1,1.0
2005,10,1,1,0,1,0,1,1,2.0
2005,39,2,2,0,2,0,1,0,2.0
2005,21,5,1,2,5,0,1,0,2.0
2005,90,1,2,0,1,0,2,0,1.0
2005,84,6,1,0,6,0,1,1,1.0
2005,84,35,1,5,35,0,1,0,1.0
2005,84,4,1,6,4,0,1,0,1.0
2005,84,4,1,1,4,0,1,0,1.0
2005,84,2,1,0,2,0,2,0,1.0
2005,33,2,1,0,2,0,1,1,2.0
2005,42,6,1,1,6,0,2,0,2.0
2005,51,14,1,4,14,0,1,0,2.0
2005,11,2,1,0,2,0,1,1,2.0
2005,84,1,1,0,1,0,1,1,1.0
2005,84,5,1,1,5,0,1,1,1.0
2005,69,5,1,5,5,0,2,0,2.0
1997,9,1,2,0,0,0,0,0,2.0
2005,60,2,1,0,2,0,2,1,1.0
2005,27,6,1,3,6,0,1,0,2.0
2005,39,2,2,0,2,0,1,1,2.0
2005,60,3,1,0,3,0,1,0,2.0
2005,60,4,1,7,4,0,1,1,1.0
2005,84,1,1,0,1,0,1,0,1.0
2005,84,2,1,2,2,0,1,0,1.0
1997,84,11,1,0,0,0,0,0,1.0
2005,71,1,2,0,1,0,1,0,1.0
2005,23,3,1,0,3,0,1,0,2.0
2005,51,6,1,4,6,0,2,0,2.0
2005,84,1,2,0,1,0,1,1,1.0
2006,120,7,2,0,0,0,1,0,1.0
2005,68,45,1,0,45,0,2,1,2.0
1997,240,37,2,15,22,0,0,0,1.0
2005,90,1,1,0,1,0,2,0,1.0
2005,84,2,1,0,2,0,1,1,1.0
1981,84,3,1,0,0,0,0,0,2.0
2005,120,17,1,0,17,0,1,0,1.0
2005,63,2,2,0,2,0,1,0,2.0
1997,84,3,1,0,0,0,0,0,1.0
2005,84,11,1,3,14,0,1,0,1.0
2005,84,4,1,0,4,0,1,0,1.0
1997,240,4,1,2,2,0,0,0,1.0
2005,36,2,2,0,2,0,1,0,2.0
2005,84,10,1,0,10,0,1,0,1.0
2005,30,1,2,3,4,0,1,0,2.0
2005,60,4,1,9,4,0,1,1,1.0
2005,46,1,1,0,1,0,1,0,2.0
2005,8,3,2,0,3,0,2,0,2.0
2006,300,5,1,0,0,0,2,0,1.0
2005,60,22,1,3,25,0,1,0,1.0
2005,23,3,1,3,3,0,2,1,2.0
2005,37,5,1,0,5,0,2,0,2.0
1981,84,2,1,0,0,0,0,0,2.0
2005,36,5,2,4,5,0,1,1,1.0
2005,5,7,1,0,7,0,1,1,2.0
2005,43,1,1,0,1,0,1,0,2.0
1997,89,2,1,0,0,0,0,0,1.0
2005,18,5,2,4,9,0,1,1,2.0
1997,186,7,2,0,0,0,0,0,1.0
2005,5,4,1,0,4,0,1,1,2.0
1997,60,1,2,0,0,0,1,0,1.0
2005,84,3,2,0,3,0,1,0,1.0
2005,8,5,2,4,9,0,1,0,2.0
2005,5,1,1,0,1,0,1,1,2.0
2005,40,2,1,2,4,0,1,0,2.0
2005,28,5,2,2,5,0,1,0,2.0
2005,84,3,2,1,3,0,1,1,1.0
2005,74,2,1,2,4,0,1,1,1.0
1997,120,2,2,0,0,0,0,0,1.0
2005,60,2,2,0,2,0,1,1,1.0
2005,120,5,2,4,0,0,1,0,1.0
2005,75,7,1,0,7,0,1,1,2.0
2005,84,4,1,1,4,0,1,0,1.0
2005,25,2,1,0,2,0,1,0,2.0
2005,84,9,1,0,9,0,1,1,1.0
1997,240,34,1,10,24,0,0,0,1.0
2005,60,1,2,0,1,0,1,1,1.0
2005,84,1,2,0,1,0,1,1,1.0
2005,84,3,2,0,3,0,1,1,1.0
1978,180,2,2,0,0,0,0,0,1.0
1997,240,10,1,6,4,0,0,0,1.0
2005,84,3,1,1,3,0,1,1,1.0
1997,120,65,2,5,65,0,0,0,1.0
2005,84,6,1,2,6,0,1,1,1.0
1997,72,8,1,0,0,0,0,0,1.0
2005,60,3,1,0,3,0,1,0,1.0
2005,84,2,1,0,2,0,1,1,1.0
2005,84,2,2,0,2,0,1,1,1.0
1997,60,7,1,0,0,0,0,0,1.0
2005,12,9,1,0,9,0,1,1,1.0
2005,84,1,1,0,1,0,1,1,1.0
2005,60,1,1,0,1,0,1,0,1.0
2005,36,2,2,0,2,0,1,0,1.0
2005,43,22,1,0,22,0,2,1,2.0
1997,57,3,2,0,0,0,0,0,1.0
2005,84,4,1,0,4,0,1,1,1.0
1997,240,35,2,35,0,0,0,0,1.0
2005,84,4,1,1,4,0,1,1,1.0
1981,123,36,1,0,0,0,0,0,2.0
1997,84,5,1,0,0,0,0,0,1.0
1997,96,1,2,0,0,0,0,0,1.0
2005,84,6,1,6,6,0,1,0,1.0
1997,264,6,2,0,0,0,0,0,1.0
2005,84,40,1,0,40,0,1,1,1.0
2005,39,1,1,5,1,0,1,0,2.0
1997,300,28,1,0,0,0,0,0,1.0
2005,84,1,2,0,1,0,1,1,1.0
1997,240,12,1,5,0,0,0,0,1.0
1997,21,3,1,0,0,0,0,0,1.0
2005,84,6,1,2,6,0,1,1,1.0
2005,30,1,2,1,1,0,1,0,2.0
2005,14,10,2,0,10,0,1,1,2.0
2005,84,1,2,0,1,0,1,1,1.0
2005,60,4,1,1,2,0,1,1,1.0
1997,90,17,1,0,0,0,0,0,1.0
2005,80,5,1,1,5,0,1,1,1.0
2005,84,4,1,0,4,0,2,0,1.0
1997,84,15,2,0,0,0,0,0,2.0
2005,36,1,2,0,1,0,1,1,1.0
2005,84,8,1,1,8,0,2,0,1.0
2006,246,2,2,0,0,0,2,0,1.0
2005,83,2,2,0,2,0,1,1,1.0
2006,240,13,1,6,13,1,2,0,1.0
2005,84,3,1,3,3,0,1,0,1.0
1997,90,3,2,0,0,0,0,0,1.0
2005,84,18,1,0,18,0,1,1,1.0
1997,120,26,1,0,0,0,0,0,1.0
2005,29,15,2,15,15,0,1,0,2.0
2005,68,12,1,0,12,0,1,0,2.0
1997,96,1,1,0,0,0,0,0,1.0
2005,48,8,1,0,8,0,2,1,2.0
1997,210,7,2,0,0,0,0,0,1.0
1997,60,20,1,0,0,0,0,0,1.0
2005,84,2,2,1,3,0,1,0,1.0
1997,300,3,1,0,0,0,0,0,1.0
2005,5,8,2,1,8,0,1,1,2.0
2005,39,7,1,0,7,0,1,0,2.0
1997,77,5,1,0,0,0,0,0,2.0
2005,25,3,2,1,3,0,1,1,2.0
2005,90,2,1,0,2,0,1,0,1.0
2005,84,2,2,0,2,0,1,1,1.0
2005,84,1,1,0,1,0,1,0,1.0
1997,180,40,2,0,0,0,0,0,1.0
2005,42,1,1,0,1,0,1,0,1.0
2005,84,12,1,0,12,0,1,1,1.0
1997,84,12,1,0,0,0,0,0,1.0
2005,84,10,1,2,12,0,1,1,1.0
2005,65,3,1,0,3,0,1,1,2.0
1997,300,6,1,0,0,0,0,0,1.0
2005,84,10,1,2,12,0,1,1,1.0
2006,240,20,1,7,0,0,1,0,1.0
2005,36,6,2,0,6,0,1,0,1.0
2005,4,1,1,0,1,0,1,1,2.0
1997,300,3,1,0,0,0,0,0,1.0
2005,84,1,1,25,26,0,2,0,1.0
1997,240,5,1,4,0,1,0,0,1.0
1997,36,2,1,0,0,0,0,1,1.0
2005,84,2,1,0,2,0,1,0,1.0
1997,282,23,1,0,0,0,0,0,1.0
2005,90,7,1,0,7,0,1,0,1.0
2006,84,5,2,0,0,0,2,0,1.0
2005,48,1,1,2,1,0,1,1,1.0
2005,120,4,2,2,2,0,1,0,1.0
2005,19,2,1,0,2,0,1,0,2.0
2005,92,2,2,2,2,0,1,0,1.0
1997,85,10,1,0,0,0,0,0,1.0
2005,228,21,1,2,21,0,1,0,1.0
1997,244,9,2,0,0,1,0,0,1.0
2005,17,3,1,2,3,0,1,1,2.0
1997,85,9,1,0,0,0,0,0,1.0
1997,306,30,2,0,0,0,0,0,1.0
2005,25,2,1,2,2,0,2,0,2.0
1997,60,25,2,0,0,0,0,0,1.0
2005,84,9,1,0,9,0,1,1,1.0
2005,60,20,1,0,20,0,1,1,1.0
2005,23,20,1,5,20,1,2,0,2.0
1997,84,4,1,0,0,1,0,0,1.0
1997,48,12,2,0,0,1,0,0,1.0
2005,49,1,1,0,1,0,1,1,2.0
1997,96,12,1,0,0,0,0,0,1.0
1997,96,31,1,0,0,0,0,0,1.0
2005,84,1,2,0,1,0,1,1,1.0
1997,186,5,2,0,0,0,0,0,1.0
2005,35,22,1,9,22,0,1,0,2.0
1997,111,37,1,0,0,0,0,0,1.0
1997,12,1,2,0,0,0,0,0,1.0
2005,36,1,2,1,1,0,1,1,1.0
2005,41,1,1,0,1,0,1,1,2.0
1997,56,10,2,0,0,1,0,0,2.0
2005,60,4,1,1,4,0,1,0,2.0
1997,120,6,2,0,0,0,0,0,1.0
2005,123,1,2,8,1,1,1,0,1.0
2005,84,1,2,0,1,0,1,1,1.0
2005,84,6,1,0,6,0,1,0,1.0
2005,17,1,1,0,1,0,1,1,2.0
2005,84,5,1,0,5,0,1,0,1.0
1997,216,30,1,0,0,0,0,0,1.0
2005,84,6,1,0,6,0,1,1,1.0
1997,24,8,1,0,0,0,0,0,2.0
2005,84,1,1,0,1,0,1,0,1.0
1997,300,4,1,0,0,0,0,0,1.0
1981,227,4,1,0,0,0,0,0,2.0
1997,240,2,1,0,0,0,0,0,1.0
2005,84,2,2,1,2,1,1,0,1.0
1997,48,1,1,0,0,0,0,0,1.0
2005,21,1,1,0,1,0,1,0,2.0
2006,204,7,1,0,0,0,1,0,2.0
2005,66,55,1,10,55,1,1,0,1.0
2005,84,13,1,0,13,0,2,0,1.0
1997,180,3,2,0,0,0,0,0,1.0
2005,84,9,1,1,9,0,1,1,1.0
1997,108,2,2,0,0,0,0,0,1.0
2005,132,3,1,0,3,0,1,1,1.0
2005,84,3,1,0,3,0,1,1,1.0
2005,2,1,1,0,1,1,2,0,2.0
2005,49,3,1,0,3,0,1,0,1.0
2005,84,2,2,1,3,0,1,1,1.0
2005,60,3,1,0,3,0,2,1,1.0
2005,84,3,1,0,3,0,1,1,1.0
2005,49,3,1,0,3,0,1,1,2.0
1997,59,4,2,0,0,0,0,0,1.0
2005,84,9,2,3,12,0,1,1,1.0
2005,45,6,1,0,6,0,1,0,2.0
2005,84,1,1,0,1,0,1,1,1.0
2005,52,6,1,0,6,0,1,1,2.0
2005,4,1,2,0,1,0,2,0,2.0
1997,300,1,1,0,0,0,0,0,1.0
2005,21,1,2,0,1,0,2,1,2.0
1997,84,5,1,0,0,0,0,0,1.0
2005,84,40,1,0,40,0,1,0,1.0
1997,64,2,2,0,0,0,0,0,1.0
2005,60,3,1,5,3,0,2,0,1.0
2005,83,9,1,0,9,0,1,0,1.0
2005,84,5,1,1,6,0,2,1,1.0
1997,84,3,1,0,0,0,0,0,1.0
2005,84,40,1,0,40,0,1,0,1.0
2005,23,1,1,2,1,0,1,0,2.0
2005,84,1,1,1,2,0,1,0,1.0
2005,69,1,1,0,1,0,1,1,2.0
1997,60,4,1,0,0,0,0,0,1.0
2005,12,52,1,30,52,0,2,0,1.0
1997,300,15,1,0,0,0,0,0,1.0
1997,120,8,1,0,0,0,0,0,1.0
2005,84,2,1,0,2,0,1,1,1.0
2005,90,5,1,8,5,0,1,0,1.0
2005,20,15,1,0,15,0,1,0,2.0
2005,42,5,1,0,5,0,1,1,1.0
1997,122,50,1,0,0,0,0,0,1.0
2005,60,1,1,0,1,0,1,0,1.0
1997,84,1,2,0,0,0,0,0,1.0
2005,84,3,1,1,3,0,2,0,1.0
1997,240,7,1,0,0,0,0,0,1.0
2005,84,2,1,2,2,0,1,0,1.0
2005,40,20,1,0,20,0,1,1,2.0
2005,60,2,1,0,2,0,1,1,2.0
1997,180,3,2,0,0,0,0,0,1.0
2005,35,14,1,0,14,0,1,0,2.0
2005,84,20,1,0,20,0,1,1,1.0
2005,84,10,1,0,10,0,2,1,1.0
1997,240,144,1,35,109,0,0,0,1.0
2005,84,4,1,0,4,0,2,0,1.0
1997,120,15,1,0,0,0,0,0,1.0
2005,60,6,1,0,6,0,2,1,1.0
1997,300,5,1,0,0,0,0,0,1.0
2005,84,1,1,0,1,0,1,1,1.0
1997,120,10,2,0,0,0,0,0,1.0
2005,84,10,1,0,10,0,1,1,1.0
2005,84,2,1,0,2,0,1,0,2.0
1997,300,10,1,0,0,0,0,0,1.0
2005,60,1,1,0,1,0,1,1,1.0
2005,84,10,2,0,10,0,2,1,1.0
1997,120,3,1,0,0,0,0,0,1.0
1997,84,3,1,0,0,0,0,0,1.0
2005,48,3,2,0,3,0,1,0,1.0
1997,300,7,1,0,0,0,0,0,1.0
2005,35,1,1,0,1,0,1,1,2.0
2005,60,1,1,0,1,0,1,1,1.0
2005,33,1,2,1,1,0,1,0,1.0
1997,26,1,2,0,0,0,0,0,2.0
2005,60,9,2,4,13,0,2,1,1.0
2005,84,1,1,0,1,0,1,1,1.0
2005,84,2,1,0,2,0,1,1,1.0
2006,240,22,1,8,0,0,1,0,1.0
1997,84,1,2,0,0,1,0,0,1.0
2005,84,2,2,6,2,0,1,1,1.0
1997,60,2,1,0,0,0,0,0,1.0
1981,120,1,2,0,0,0,0,0,2.0
2005,2,70,1,15,70,0,1,1,1.0
1997,36,15,1,0,0,0,0,0,1.0
2005,84,4,1,2,4,0,1,1,1.0
1997,78,2,2,0,0,0,0,0,1.0
2005,84,2,1,0,2,0,1,1,1.0
1997,300,1,1,0,0,0,0,0,1.0
2005,84,35,1,0,35,0,2,1,1.0
2005,90,12,1,0,12,0,1,0,1.0
1997,120,2,1,0,0,0,0,0,1.0
2005,84,2,1,0,2,0,1,1,1.0
1997,240,4,1,0,0,0,0,0,1.0
2005,84,8,1,2,10,1,1,1,1.0
1997,84,12,1,0,0,0,0,0,1.0
2005,84,4,1,0,4,0,1,1,1.0
1997,300,2,1,0,0,0,0,0,1.0
2006,240,15,1,5,0,0,1,0,1.0
1997,84,21,1,0,0,0,0,0,1.0
2005,84,11,1,1,11,0,1,0,1.0
1997,60,2,1,0,0,0,0,0,1.0
2005,36,2,2,1,2,0,1,1,1.0
1997,300,1,2,0,0,0,0,0,1.0
2005,69,2,1,0,2,0,1,1,2.0
1997,87,1,1,0,0,0,0,0,1.0
2005,84,3,1,2,5,0,1,0,1.0
2005,15,5,1,2,7,0,2,1,2.0
1997,60,1,2,0,0,0,0,0,1.0
2005,34,5,1,2,7,0,2,1,2.0
1997,300,2,1,0,0,0,0,0,1.0
2005,5,6,1,2,6,0,2,1,2.0
1997,4,1,1,0,0,0,0,0,1.0
2005,90,1,1,0,1,0,1,0,1.0
1997,300,12,2,0,0,0,0,0,1.0
1997,60,23,1,0,0,0,0,0,1.0
2005,60,2,2,2,4,0,1,0,1.0
1997,300,10,1,0,0,0,0,0,1.0
2005,63,1,2,2,1,0,2,0,1.0
1997,202,1,1,0,0,0,1,0,1.0
2005,78,4,2,0,4,0,1,1,1.0
2005,84,2,2,1,3,0,1,0,1.0
2006,60,7,1,0,7,0,2,1,1.0
2005,43,4,1,4,4,0,1,0,2.0
1997,84,1,2,0,0,0,0,0,1.0
2005,60,1,2,2,1,0,2,1,1.0
2005,84,1,1,1,2,0,1,1,1.0
1981,96,24,1,0,0,0,0,0,2.0
1997,120,4,2,0,0,0,0,0,1.0
2005,53,1,1,0,1,0,1,1,2.0
1997,180,26,1,0,0,0,0,0,1.0
2005,36,1,1,0,1,0,2,0,1.0
2005,9,4,1,2,4,0,1,0,2.0
2005,84,7,2,0,7,0,1,1,1.0
2005,60,4,2,0,4,0,1,0,1.0
1997,60,4,1,0,0,0,0,1,1.0
2005,90,8,1,2,8,0,1,0,1.0
1997,264,1,1,0,0,1,0,0,1.0
2005,35,2,1,2,2,0,1,0,2.0
1997,120,5,1,0,0,0,0,0,1.0
2005,84,10,1,2,10,0,1,0,1.0
1997,256,26,1,0,0,0,0,0,1.0
2005,31,5,1,0,5,0,1,1,2.0
1997,201,7,1,0,0,0,0,0,1.0
2005,84,12,1,0,12,0,1,1,1.0
1997,120,1,2,0,0,1,0,0,1.0
2005,17,1,1,0,1,0,1,1,2.0
2005,13,3,1,0,3,0,1,1,2.0
1997,12,2,2,0,0,0,0,1,1.0
2005,36,2,2,0,2,0,1,1,1.0
1997,304,1,2,0,0,0,0,0,1.0
2005,32,2,1,2,2,0,2,0,2.0
1997,120,3,2,0,0,0,0,0,1.0
1997,84,2,2,0,0,0,0,0,1.0
2005,84,5,1,2,7,0,1,0,1.0
1997,61,6,2,0,0,0,0,0,2.0
2005,30,1,1,1,1,0,2,0,2.0
1997,87,3,2,0,0,0,0,0,1.0
1997,120,28,1,0,0,0,0,0,1.0
2006,44,30,1,0,0,0,1,0,2.0
1997,240,3,1,0,0,0,0,0,1.0
2005,37,1,1,0,1,0,1,0,2.0
2005,84,1,1,0,1,0,1,1,1.0
1997,60,2,1,0,0,0,0,0,1.0
2005,84,5,1,0,5,0,1,1,1.0
2005,84,10,1,0,10,0,2,1,1.0
1997,60,6,1,0,0,0,0,0,1.0
2005,96,2,2,1,2,0,2,0,1.0
1997,84,1,2,0,0,0,0,0,1.0
1997,84,2,1,0,0,0,0,0,1.0
2005,84,3,2,0,3,0,1,1,1.0
1997,303,5,1,0,0,0,0,0,1.0
2005,90,1,1,0,1,0,1,1,1.0
1997,300,7,2,0,0,0,0,0,1.0
1997,78,1,2,0,0,0,0,0,2.0
2005,60,1,1,0,1,0,1,1,1.0
1997,240,21,1,21,7,0,0,0,1.0
2005,56,5,1,2,5,0,1,1,2.0
1997,120,20,2,0,0,0,0,0,1.0
2005,60,7,1,0,7,0,2,1,1.0
1997,120,28,1,0,0,0,0,0,1.0
2005,84,2,1,2,2,0,1,1,1.0
1997,240,35,1,0,0,0,0,0,1.0
2005,84,1,1,0,1,0,1,1,1.0
2005,180,9,2,0,9,0,1,0,1.0
1997,121,10,1,0,0,0,0,0,1.0
2005,60,14,1,0,14,0,2,0,1.0
1997,180,8,2,0,0,0,0,0,1.0
2005,21,20,2,10,30,0,1,0,1.0
2005,11,2,1,7,2,0,2,1,2.0
1997,300,4,2,0,0,1,0,0,1.0
2005,84,4,2,2,6,0,1,1,1.0
2005,102,3,1,0,3,0,1,1,1.0
2005,84,1,1,0,1,0,1,1,1.0
2006,120,21,1,15,0,1,2,0,1.0
2005,84,1,1,0,1,0,1,0,1.0
2006,240,1,2,60,0,0,1,0,1.0
1997,240,25,1,0,0,0,0,0,1.0
2005,88,2,2,7,2,1,2,0,1.0
1997,108,6,1,0,0,0,0,0,1.0
2005,84,3,1,0,3,0,1,1,1.0
1997,84,49,1,0,0,0,0,0,1.0
2005,31,12,1,2,12,0,1,0,2.0
2005,62,4,1,3,4,0,2,1,2.0
2005,84,23,1,7,23,0,1,1,1.0
2006,240,7,1,11,0,0,1,0,1.0
2005,84,9,1,0,9,0,1,0,1.0
2006,240,21,1,15,0,1,2,0,1.0
2005,16,1,2,0,1,0,1,1,2.0
2005,30,5,1,1,5,0,1,0,2.0
1997,300,4,1,0,0,0,0,0,1.0
2005,17,8,1,0,8,0,1,0,2.0
2005,60,2,1,0,2,0,1,1,1.0
2005,21,2,2,0,2,0,2,1,2.0
2005,44,2,1,0,2,0,2,1,2.0
1997,84,2,1,0,0,0,0,0,1.0
2005,17,2,1,0,2,0,2,0,2.0
2005,54,2,1,0,2,0,2,1,2.0
2005,60,100,1,0,100,0,1,1,1.0
1997,60,3,2,0,0,0,0,0,1.0
2005,84,3,2,1,4,0,1,1,1.0
2005,84,6,2,0,6,0,1,0,1.0
2005,60,4,1,2,4,0,1,0,1.0
2005,48,1,1,0,1,0,1,1,1.0
2005,41,1,1,1,1,0,1,0,2.0
1997,240,15,1,8,0,0,0,0,1.0
1981,264,4,1,0,0,0,0,0,2.0
1997,240,3,1,1,2,0,0,0,1.0
2005,84,1,1,3,4,0,1,1,1.0
2006,240,8,1,2,8,0,1,0,1.0
2005,84,1,1,0,1,0,2,0,1.0
2005,66,4,1,1,4,0,1,0,2.0
2005,55,4,1,2,4,0,1,0,2.0
2005,69,6,1,0,6,0,1,0,2.0
1997,60,2,1,0,0,0,0,0,1.0
2005,84,3,1,0,3,0,1,1,1.0
2005,84,4,1,0,4,0,1,1,1.0
2005,84,4,1,0,4,0,1,1,1.0
2005,2,2,2,1,2,0,1,1,2.0
1997,159,4,1,0,0,0,0,0,1.0
2005,13,9,2,1,10,0,1,0,2.0
1997,84,1,1,0,0,0,0,0,1.0
2005,84,9,2,1,10,0,1,1,1.0
2005,60,7,1,2,0,0,1,1,1.0
2005,84,1,1,0,1,0,2,1,1.0
2005,20,4,1,2,4,0,1,0,2.0
1997,240,10,1,0,10,0,0,0,1.0
2005,84,4,2,1,4,0,1,1,1.0
2005,23,2,1,1,2,0,2,0,2.0
1997,180,17,1,0,0,0,0,0,1.0
2005,60,1,1,3,4,0,2,1,1.0
2005,90,4,1,3,4,0,1,0,1.0
2005,84,1,1,3,1,0,1,0,1.0
2005,50,2,1,0,2,0,2,0,2.0
1997,86,17,1,0,0,1,0,0,1.0
2005,84,4,1,0,4,0,1,1,1.0
1997,120,8,1,0,0,0,0,0,1.0
2005,60,6,2,6,2,0,2,1,1.0
2006,240,4,1,8,0,0,1,0,1.0
2005,43,2,1,0,2,0,1,0,2.0
2005,48,1,2,0,1,0,1,0,1.0
1997,90,2,1,0,0,0,0,0,1.0
2005,36,3,2,0,3,0,1,1,1.0
2005,44,1,1,1,2,0,1,1,2.0
2005,84,2,1,0,2,1,1,0,1.0
1981,121,7,1,0,0,0,0,0,2.0
1997,240,52,1,21,0,0,0,0,1.0
1997,300,32,1,0,0,0,0,0,1.0
2005,84,1,1,0,1,0,1,0,1.0
1997,60,45,1,0,0,0,0,0,1.0
1997,84,12,1,0,0,0,0,0,1.0
2005,84,1,2,0,1,0,2,0,1.0
1997,120,80,2,0,0,0,0,0,1.0
2005,84,1,2,12,1,0,1,0,1.0
1997,180,4,2,0,0,0,0,0,1.0
1997,36,1,1,0,0,0,0,1,1.0
2005,90,1,2,1,1,0,2,0,1.0
2005,60,1,2,1,1,0,2,1,1.0
1997,240,65,1,50,0,0,0,0,1.0
2005,41,1,2,1,1,0,1,1,2.0
2005,84,7,1,0,7,0,1,0,1.0
2006,240,1,2,35,1,0,2,0,1.0
1979,114,5,1,0,0,1,0,0,2.0
1997,252,1,1,0,0,0,0,0,1.0
2005,42,6,2,0,6,0,2,1,2.0
1997,81,3,2,0,0,0,0,0,1.0
2005,84,25,1,0,25,0,1,1,1.0
2005,84,14,1,0,14,1,1,1,1.0
1997,300,1,2,0,0,0,0,0,1.0
2005,84,8,1,0,8,1,1,1,1.0
1997,84,23,1,0,0,0,0,0,1.0
2005,84,2,1,1,2,0,2,0,1.0
1997,84,2,2,0,0,0,0,0,1.0
2005,55,10,1,0,10,0,1,0,2.0
1981,84,25,2,0,0,0,0,0,2.0
1997,240,4,1,0,0,0,0,0,1.0
2005,240,2,1,5,2,0,2,0,1.0
1997,120,4,1,0,0,0,0,0,1.0
2005,77,3,2,0,3,0,1,0,2.0
2005,52,3,2,1,4,0,1,0,2.0
1997,300,20,1,0,0,0,0,0,1.0
1997,84,1,2,0,0,1,0,0,1.0
2005,84,1,1,0,1,0,1,1,1.0
1997,120,25,1,0,0,0,0,0,1.0
1997,119,5,2,0,0,0,0,0,1.0
2005,84,3,1,0,3,0,1,0,1.0
1997,84,8,1,0,0,0,0,0,1.0
2005,3,4,1,0,4,0,1,1,2.0
1997,180,4,2,0,0,0,0,0,1.0
2005,84,30,1,3,33,0,1,0,1.0
1997,240,15,1,0,0,0,0,0,1.0
2006,120,1,2,7,0,0,1,0,1.0
1997,159,15,1,0,0,0,0,0,1.0
2005,60,1,1,0,1,0,1,0,1.0
1997,120,1,2,0,0,0,0,0,1.0
1997,264,1,2,0,0,0,0,0,1.0
1997,84,4,1,0,0,0,0,0,1.0
2005,60,1,1,0,1,0,1,0,1.0
1997,12,15,1,0,0,0,0,1,1.0
2005,83,7,1,1,7,0,2,1,1.0
1997,84,9,1,0,0,0,0,0,1.0
2005,84,1,2,0,1,0,1,0,1.0
1997,240,1,1,0,0,0,0,0,1.0
2005,41,8,1,0,8,0,1,0,2.0
2005,60,8,1,0,8,0,1,0,1.0
1997,60,1,2,0,0,0,0,0,1.0
2005,15,1,1,0,1,0,1,0,2.0
2005,84,10,2,0,10,0,1,0,1.0
2005,60,10,1,8,18,0,1,1,1.0
2005,84,8,1,0,8,0,1,1,1.0
1997,84,1,1,0,0,0,0,0,1.0
2005,31,7,1,0,7,0,2,0,2.0
2005,84,3,1,0,3,0,1,0,1.0
2005,54,2,2,0,2,0,1,1,2.0
1997,60,55,1,0,0,0,0,0,1.0
2005,84,7,1,0,7,0,2,0,1.0
1997,300,32,1,0,0,0,0,0,1.0
2005,84,1,1,0,1,0,1,1,1.0
1997,120,28,1,0,0,0,0,0,1.0
2005,84,2,1,5,7,0,1,1,2.0
1997,152,73,1,0,0,0,0,0,1.0
2005,80,1,2,0,1,0,2,1,1.0
1997,300,14,1,0,0,0,0,0,1.0
2005,84,4,2,1,4,0,1,1,1.0
1997,60,8,1,0,0,0,0,0,1.0
2005,84,2,1,2,2,0,1,1,1.0
1997,12,1,1,0,0,0,0,1,1.0
2005,84,3,1,0,3,0,1,1,1.0
1997,120,12,2,0,0,0,0,0,1.0
2005,84,4,1,0,4,0,1,1,1.0
1997,84,4,1,0,0,0,0,0,1.0
2005,31,4,1,0,4,1,1,0,2.0
1997,75,2,2,0,0,0,0,0,2.0
2005,42,1,1,0,1,0,1,1,2.0
2005,84,2,1,5,7,0,1,1,1.0
2005,60,2,1,2,2,0,1,0,1.0
1997,240,3,1,0,0,0,0,0,1.0
2005,84,1,2,0,1,0,1,1,1.0
1997,300,10,1,0,0,0,0,0,1.0
1997,300,3,1,0,0,0,0,0,1.0
2005,34,2,1,1,3,0,1,0,2.0
1997,120,1,1,0,0,1,0,0,1.0
1997,180,5,1,0,0,0,0,0,1.0
2005,31,2,1,1,3,0,1,1,2.0
1997,23,10,1,0,0,0,0,1,2.0
2005,84,2,1,0,2,0,1,1,1.0
1997,300,4,1,0,0,0,0,0,1.0
2005,84,2,1,0,2,0,1,0,1.0
1997,300,1,1,0,0,0,0,0,1.0
1997,120,12,1,0,0,0,0,0,1.0
2005,153,10,1,0,10,0,1,0,2.0
1997,60,3,2,0,0,0,0,0,1.0
2005,84,1,1,1,2,0,1,0,1.0
1997,240,12,1,0,0,1,0,0,1.0
2005,90,3,1,4,3,0,2,0,1.0
1997,199,4,1,0,0,0,0,0,1.0
2005,84,2,1,0,2,0,1,0,1.0
1997,108,1,1,0,0,1,0,0,1.0
1997,120,1,1,0,0,0,0,0,1.0
2005,84,5,2,0,5,0,1,0,1.0
1997,84,1,2,0,0,0,0,0,1.0
2005,21,10,1,0,10,0,1,1,2.0
